Annee;Auteur_affil;Isn;Langue;M_coll_auteur;M_lieu_edition;M_titre_orig;Projet_develop;Resume;Titre;source
1989;CNDA;6646;(FR);CNDA;Tunis;Rapport d'activité du CNDA 1979;;/Rapport d'activité/ du /CNDA/ 1979 - Inventaire des activités notamm. celles concern. la /documentation/ agricole et l'/informatique/;Rapport d'activité du CNDA 1979;http://www.onagri.tn/uploads/docagri/6646.PDF
1989;DGRE;6651;(Fr);DGRE;Tunis;Hydrogéologie de la nappe profonde de Sfax;;/Document technique/ sur l'/hydrogéologie/ de la /nappe profonde/ de /Sfax/ - Etude du /réseau hydrographique/, de la /stratigraphie/, de la /paléogéographie/, de la /tectonique/;Hydrogéologie de la nappe profonde de Sfax;http://www.onagri.tn/uploads/docagri/6651.PDF
1988;OEPFAO;6660;(FR);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-méditerraneen Tunis, 20-23 Novembre 1989;;/Document de réunion/ concern. l'amélioration de la /génétique animale/ des /bovin/s en /Tunisie/ - Données sur les /race/s bovines destinées à l'/élevage laitier/ et à l'/élevage d'embouche/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-méditerraneen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6660.PDF
1981;OEPFAO;6661;(Fr);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerraneen Tunis, 20-23 Novembre 1989;;/Document de réunion/ relative à la mise en valeur des /bovin/s de /race locale/ - L'exemple de la Sardaigne en /Italie/. Données sur le /croisement d'absorption/ et sur la place de la race locale dans les differents /système d'élevage/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerraneen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6661.PDF
1980;OEPFAO;6662;(FR);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerraneen Tunis, 20-23 Novembre 1989;;/Libye/ /selection animale/ /genetique animale/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerraneen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6662.PDF
1979;OEPFAO;6663;(FR);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen Tunis, 20-23 Novembre 1989;;/Génetique animale/ /bovin/ /selection animale/ /libye/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6663.PDF
1989;OEPFAO;6664;(FR);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen;;/Document de reunion/ relatif au /contrôle de performance/ et à l'amélioration /génétique/ des /bovin/s en /Tunisie/ - Données sur la /conduite du troupeau/ l'/alimentation animale/ et l'/hygiène animale/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen;http://www.onagri.tn/uploads/docagri/6664.PDF
1989;OEPFAO;6666;(FR);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen Tunis, 20-23 Novembre 1989;;/Mauritanie/ /genetique animale/ /bovin/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6666.PDF
1989;OEPFAO;6667;(Ar,Fr,En);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud Méditerranéen Tunis, 20-23 Novembre 1989;;/Document de réunion/ relative à l'amélioration /génétique/ des /bovin/s de /race locale/ dans le /Maghreb/ - Rôle de la race locale dans les differents /système d'élevage/;Symposium régional sur l'amélioration génétique des bovins sous climat sud Méditerranéen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6667.PDF
1989;OEPFAO;6668;(Ar,Fr,En);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen Tunis, 20-23 Novembre 1989;;;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6668.PDF
1989;OEPFAO;6669;(Ar,Fr,En);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen, Tunis, 20-23 Novembre 1989;;/Document de réunion/ relatif à la /méthodologie/ de l'évaluation de la /génétique animale/ des /bovin/s /lait/iers - L'évaluation des mâles et l'évaluation de tous les animaux d'/élevage/ à l'aide d'un modèle animal accroît l'efficacité de la /sélection animale/. Le modèle animal permet de séparer les possibilités génétiques de production et les possibilités de produire du lait en fonction des facteurs de l'/environnement/;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen, Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6669.PDF
1989;OEPFAO;6670;(Ar,Fr,En);OEPFAO;Tunis;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen, Tunis, 20-23 Novembre 1989;;/Document de réunion/ relatif à la /sélection animale/ des /bovin/s en /élevage laitier/ dans les conditions du milieu du Sud du /Bassin Méditerranéen/ - Données sur la politique de /croisement d'absorption/ et sur les objectifs de la sélection animale;Symposium régional sur l'amélioration génétique des bovins sous climat sud-Méditerranéen, Tunis, 20-23 Novembre 1989;http://www.onagri.tn/uploads/docagri/6670.PDF
1989;(Anonyme);6766;(Fr);(Anonyme);Tunis;Rapport d'évaluation des réalisations dans le domaine agricole de la décennie 1970-79: rapport de la sous-commission des périmètres irrigués et infrastructure;;/Rapport final/ relatif a l'évolution des /superficies irriguées/ de 1970 à 1979. Données sur les /superficies cultivées/, l'/investissement/ concernant. l/OMVVM PPI/;Rapport d'évaluation des réalisations dans le domaine agricole de la décennie 1970-79: rapport de la sous-commission des périmètres irrigués et infrastructure;http://www.onagri.tn/uploads/docagri/6766.PDF
1989;(Anonyme);6768;(Fr);(Anonyme);Tunis;Commission d'évaluation des relations dans le domaine agricole au cours de la decennie 1970: rapport de la sous-commission assistance à la petite et moyenne exploitation;;/Rapport final/ relatif à la petite et moyenne /exploitation agricole/ au cours de la decennie 1970 - Données concern. les /crédit/s et la /vulgarisation/;Commission d'évaluation des relations dans le domaine agricole au cours de la decennie 1970: rapport de la sous-commission assistance à la petite et moyenne exploitation;http://www.onagri.tn/uploads/docagri/6768.PDF
